背番号,選手名,守備,生年月日,年齢,プロ年数,身長,体重,血液型,投打,出身地,推定年俸(万円),2019年所属球団,生年年,生年月,生年日,選手名_球団,選手名_生年月日,出場試合数,出身地域,出身校,高・大フラグ,オリックス,ソフトバンク,ヤクルト,ロッテ,中日,巨人,広島,日ハム,楽天,横浜,西武,阪神,直近10年間月間MVP受賞回数,直近10年間GG受賞回数,最大所属年数,最大所属年数球団,ネックレス太さ,目的変数_ネックレス装着フラグ,外国人フラグ,育成,2019年セパフラグ,最大所属年数球団_adj
14,谷元圭介,投手,1985-01-28,34,11,167,72,A型,右右,三重,8500,中日,1985,1,28,谷元圭介_中日,谷元圭介_1985-01-28,38.0,東海,中部大,大学,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,日ハム,0.0,0.0,国内,0,セリーグ,日ハム
16,又吉克樹,投手,1990-11-04,28,6,181,74,A型,右右,沖縄,6600,中日,1990,11,4,又吉克樹_中日,又吉克樹_1990-11-04,26.0,九州,環太平洋大,大学,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,中日,0.0,0.0,国内,0,セリーグ,中日
17,柳裕也,投手,1994-04-22,25,3,180,85,A型,右右,宮崎,1450,中日,1994,4,22,柳裕也_中日,柳裕也_1994-04-22,26.0,九州,明大,大学,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,中日,0.0,0.0,国内,0,セリーグ,中日
18,松坂大輔,投手,1980-09-13,39,13,183,93,O型,右右,東京,8000,中日,1980,9,13,松坂大輔_中日,松坂大輔_1980-09-13,2.0,東京,横浜高,高校,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,ソフトバンク,0.0,0.0,国内,0,セリーグ,ソフトバンク
19,吉見一起,投手,1984-09-19,35,14,182,90,A型,右右,京都,9000,中日,1984,9,19,吉見一起_中日,吉見一起_1984-09-19,5.0,近畿,金光大阪高,高校,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,中日,0.0,0.0,国内,0,セリーグ,中日
21,岡田俊哉,投手,1991-12-05,27,10,178,67,A型,左左,和歌山,3000,中日,1991,12,5,岡田俊哉_中日,岡田俊哉_1991-12-05,53.0,近畿,智弁和歌山高,高校,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,中日,0.0,0.0,国内,0,セリーグ,中日
22,大野雄大,投手,1988-09-26,31,9,183,83,O型,左左,京都,6000,中日,1988,9,26,大野雄大_中日,大野雄大_1988-09-26,25.0,近畿,仏教大,大学,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,中日,0.0,0.0,国内,0,セリーグ,中日
23,遠藤一星,外野手,1989-03-23,30,5,182,83,O型,右左,東京,900,中日,1989,3,23,遠藤一星_中日,遠藤一星_1989-03-23,108.0,東京,中大,大学,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,中日,0.0,0.0,国内,0,セリーグ,中日
24,福谷浩司,投手,1991-01-09,28,7,183,90,B型,右右,愛知,2300,中日,1991,1,9,福谷浩司_中日,福谷浩司_1991-01-09,1.0,東海,慶大,大学,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,中日,0.0,0.0,国内,0,セリーグ,中日
25,佐藤優,投手,1993-06-29,26,4,187,85,O型,右左,宮城,2000,中日,1993,6,29,佐藤優_中日,佐藤優_1993-06-29,7.0,東北,東北福祉大,大学,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,中日,0.0,0.0,国内,0,セリーグ,中日
26,井領雅貴,外野手,1989-11-04,29,5,174,82,O型,右左,千葉,720,中日,1989,11,4,井領雅貴_中日,井領雅貴_1989-11-04,55.0,関東,桐蔭学園高,高校,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,中日,0.0,0.0,国内,0,セリーグ,中日
27,大野奨太,捕手,1987-01-13,32,11,177,78,O型,右右,岐阜,10000,中日,1987,1,13,大野奨太_中日,大野奨太_1987-01-13,34.0,東海,東洋大,大学,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,日ハム,0.0,0.0,国内,0,セリーグ,日ハム
28,梅津晃大,投手,1996-10-24,22,1,187,90,B型,右右,宮城,1200,中日,1996,10,24,梅津晃大_中日,梅津晃大_1996-10-24,6.0,東北,東洋大,大学,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,中日,0.0,0.0,国内,0,セリーグ,中日
29,山井大介,投手,1978-05-10,41,18,179,86,A型,右右,大阪,6200,中日,1978,5,10,山井大介_中日,山井大介_1978-05-10,13.0,近畿,奈良産大,大学,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,中日,0.0,0.0,国内,0,セリーグ,中日
30,阿知羅拓馬,投手,1992-11-20,26,6,190,95,B型,右右,大阪,700,中日,1992,11,20,阿知羅拓馬_中日,阿知羅拓馬_1992-11-20,7.0,近畿,大垣日大高,高校,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,中日,0.0,0.0,国内,0,セリーグ,中日
31,渡辺勝,外野手,1993-10-14,26,4,172,80,A型,右左,神奈川,500,中日,1993,10,14,渡辺勝_中日,渡辺勝_1993-10-14,27.0,関東,東海大,大学,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,中日,0.0,0.0,国内,0,セリーグ,中日
32,石垣雅海,内野手,1998-09-21,21,3,181,85,B型,右右,山形,540,中日,1998,9,21,石垣雅海_中日,石垣雅海_1998-09-21,15.0,東北,酒田南高,高校,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,中日,0.0,0.0,国内,0,セリーグ,中日
33,祖父江大輔,投手,1987-08-11,32,6,175,80,B型,右左,愛知,2900,中日,1987,8,11,祖父江大輔_中日,祖父江大輔_1987-08-11,44.0,東海,愛知大,大学,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,中日,0.0,0.0,国内,0,セリーグ,中日
34,福敬登,投手,1992-06-16,27,4,180,88,O型,左左,兵庫,900,中日,1992,6,16,福敬登_中日,福敬登_1992-06-16,52.0,近畿,神戸西高,高校,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,中日,0.0,0.0,国内,0,セリーグ,中日
35,木下拓哉,捕手,1991-12-18,27,4,183,92,B型,右右,高知,1000,中日,1991,12,18,木下拓哉_中日,木下拓哉_1991-12-18,39.0,四国,法大,大学,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,中日,0.0,0.0,国内,0,セリーグ,中日
36,石岡諒太,内野手,1992-05-25,27,4,187,90,A型,左左,兵庫,600,中日,1992,5,25,石岡諒太_中日,石岡諒太_1992-05-25,0.0,近畿,神戸国際大付高,高校,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,中日,0.0,0.0,国内,0,セリーグ,中日
37,三ツ俣大樹,内野手,1992-05-11,27,9,177,84,O型,右右,東京,600,中日,1992,5,11,三ツ俣大樹_中日,三ツ俣大樹_1992-05-11,21.0,東京,修徳高,高校,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,中日,0.0,0.0,国内,0,セリーグ,中日
38,松葉貴大,投手,1990-08-14,29,7,178,82,B型,左左,兵庫,2800,中日,1990,8,14,松葉貴大_中日,松葉貴大_1990-08-14,6.0,近畿,大体大,大学,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,オリックス,0.0,0.0,国内,0,セリーグ,オリックス
39,武山真吾,捕手,1984-06-22,35,17,179,88,O型,右右,愛知,1500,中日,1984,6,22,武山真吾_中日,武山真吾_1984-06-22,30.0,東海,享栄高,高校,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,6.0,中日,0.0,0.0,国内,0,セリーグ,中日
40,石川翔,投手,1999-12-14,19,2,179,81,B型,右左,東京,780,中日,1999,12,14,石川翔_中日,石川翔_1999-12-14,0.0,東京,青藍泰斗高,高校,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,中日,0.0,0.0,国内,0,セリーグ,中日
41,勝野昌慶,投手,1997-06-12,22,1,183,89,O型,右右,岐阜,1200,中日,1997,6,12,勝野昌慶_中日,勝野昌慶_1997-06-12,3.0,東海,土岐商高,高校,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,中日,0.0,0.0,国内,0,セリーグ,中日
42,アルモンテ,外野手,1989-06-10,30,2,183,98,不明,右両,ドミニカ共和国,10000,中日,1989,6,10,アルモンテ_中日,アルモンテ_1989-06-10,49.0,ドミニカ共和国,セナペック高,高校,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,中日,0.0,0.0,国外,0,セリーグ,中日
43,三ツ間卓也,投手,1992-07-22,27,4,183,92,A型,右右,群馬,1000,中日,1992,7,22,三ツ間卓也_中日,三ツ間卓也_1992-07-22,29.0,関東,高千穂大,大学,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,中日,0.0,0.0,国内,0,セリーグ,中日
45,杉山翔大,捕手,1991-02-10,28,7,173,80,O型,右右,千葉,1500,中日,1991,2,10,杉山翔大_中日,杉山翔大_1991-02-10,0.0,関東,早大,大学,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,中日,0.0,0.0,国内,0,セリーグ,中日
46,鈴木博志,投手,1997-03-22,22,2,181,95,A型,右右,静岡,2200,中日,1997,3,22,鈴木博志_中日,鈴木博志_1997-03-22,25.0,東海,磐田東高,高校,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,中日,0.0,0.0,国内,0,セリーグ,中日
47,笠原祥太郎,投手,1995-03-17,24,3,177,85,A型,左左,新潟,2100,中日,1995,3,17,笠原祥太郎_中日,笠原祥太郎_1995-03-17,8.0,北信越,新潟医療福祉大,大学,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,中日,0.0,0.0,国内,0,セリーグ,中日
48,溝脇隼人,内野手,1994-05-17,25,7,179,75,O型,右左,熊本,600,中日,1994,5,17,溝脇隼人_中日,溝脇隼人_1994-05-17,8.0,九州,九州学院高,高校,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,中日,0.0,0.0,国内,0,セリーグ,中日
49,伊藤康祐,外野手,2000-02-03,19,2,174,75,AB型,右右,愛知,550,中日,2000,2,3,伊藤康祐_中日,伊藤康祐_2000-02-03,14.0,東海,中京大中京高,高校,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,中日,0.0,0.0,国内,0,セリーグ,中日
50,清水達也,投手,1999-11-03,19,2,182,83,AB型,右右,埼玉,600,中日,1999,11,3,清水達也_中日,清水達也_1999-11-03,8.0,関東,花咲徳栄高,高校,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,中日,0.0,0.0,国内,0,セリーグ,中日
51,滝野要,外野手,1996-07-08,23,1,185,76,B型,右左,三重,720,中日,1996,7,8,滝野要_中日,滝野要_1996-07-08,0.0,東海,大商大,大学,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,中日,0.0,0.0,国内,0,セリーグ,中日
52,加藤匠馬,捕手,1992-04-29,27,5,175,76,B型,右右,三重,550,中日,1992,4,29,加藤匠馬_中日,加藤匠馬_1992-04-29,92.0,東海,青学大,大学,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,中日,0.0,0.0,国内,0,セリーグ,中日
53,亀澤恭平,内野手,1988-10-15,31,8,174,77,B型,右左,岡山,2600,中日,1988,10,15,亀澤恭平_中日,亀澤恭平_1988-10-15,47.0,中国,環太平洋大,大学,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,中日,0.0,0.0,国内,0,セリーグ,中日
54,藤嶋健人,投手,1998-05-08,21,3,177,85,O型,右右,愛知,1200,中日,1998,5,8,藤嶋健人_中日,藤嶋健人_1998-05-08,32.0,東海,東邦高,高校,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,中日,0.0,0.0,国内,0,セリーグ,中日
55,福田永将,内野手,1988-07-23,31,13,181,88,O型,右右,神奈川,4700,中日,1988,7,23,福田永将_中日,福田永将_1988-07-23,105.0,関東,横浜高,高校,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,中日,0.0,0.0,国内,0,セリーグ,中日
56,武田健吾,外野手,1994-04-18,25,7,183,85,O型,右右,福岡,1700,中日,1994,4,18,武田健吾_中日,武田健吾_1994-04-18,35.0,九州,自由ケ丘高,高校,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,オリックス,0.0,0.0,国内,0,セリーグ,オリックス
57,ロドリゲス,投手,1991-11-14,27,2,185,91,不明,左左,ドミニカ共和国,6000,中日,1991,11,14,ロドリゲス_中日,ロドリゲス_1991-11-14,64.0,ドミニカ共和国,マステルナルリリ高,高校,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,中日,0.0,0.0,国外,0,セリーグ,中日
58,石橋康太,捕手,2000-12-07,18,1,180,87,A型,右右,千葉,600,中日,2000,12,7,石橋康太_中日,石橋康太_2000-12-07,12.0,関東,関東第一高,高校,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,中日,0.0,0.0,国内,0,セリーグ,中日
59,山本拓実,投手,2000-01-31,19,2,167,71,A型,右右,兵庫,550,中日,2000,1,31,山本拓実_中日,山本拓実_2000-01-31,9.0,近畿,市西宮高,高校,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,中日,0.0,0.0,国内,0,セリーグ,中日
61,垣越建伸,投手,2000-04-03,19,1,184,96,B型,左左,岐阜,550,中日,2000,4,3,垣越建伸_中日,垣越建伸_2000-04-03,0.0,東海,山梨学院高,高校,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,中日,0.0,0.0,国内,0,セリーグ,中日
62,友永翔太,外野手,1991-04-01,28,5,170,76,O型,右左,神奈川,650,中日,1991,4,1,友永翔太_中日,友永翔太_1991-04-01,10.0,関東,国際武道大,大学,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,中日,0.0,0.0,国内,0,セリーグ,中日
63,堂上直倫,内野手,1988-09-23,31,13,184,86,O型,右右,愛知,3000,中日,1988,9,23,堂上直倫_中日,堂上直倫_1988-09-23,98.0,東海,愛工大名電高,高校,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,中日,0.0,0.0,国内,0,セリーグ,中日
64,小熊凌祐,投手,1990-08-11,29,11,178,84,B型,右右,滋賀,1200,中日,1990,8,11,小熊凌祐_中日,小熊凌祐_1990-08-11,14.0,近畿,近江高,高校,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,中日,0.0,0.0,国内,0,セリーグ,中日
65,伊藤準規,投手,1991-01-07,28,11,187,80,B型,右左,愛知,1400,中日,1991,1,7,伊藤準規_中日,伊藤準規_1991-01-07,1.0,東海,岐阜城北高,高校,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,中日,0.0,0.0,国内,0,セリーグ,中日
66,ビシエド,内野手,1989-03-10,30,4,185,108,不明,右右,キューバ,30000,中日,1989,3,10,ビシエド_中日,ビシエド_1989-03-10,143.0,キューバ,エスクエラデポルテエスパ高,高校,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,中日,0.0,0.0,国外,0,セリーグ,中日
67,近藤弘基,外野手,1993-02-12,26,5,179,78,A型,右右,愛知,700,中日,1993,2,12,近藤弘基_中日,近藤弘基_1993-02-12,0.0,東海,名城大,大学,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,中日,0.0,0.0,国内,0,セリーグ,中日
68,桂依央利,捕手,1991-07-09,28,6,185,90,B型,右右,大阪,900,中日,1991,7,9,桂依央利_中日,桂依央利_1991-07-09,4.0,近畿,大商大,大学,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,中日,0.0,0.0,国内,0,セリーグ,中日
69,丸山泰資,投手,1995-02-05,24,3,176,80,O型,右右,愛知,600,中日,1995,2,5,丸山泰資_中日,丸山泰資_1995-02-05,0.0,東海,東海大,大学,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,中日,0.0,0.0,国内,0,セリーグ,中日
70,ロメロ,投手,1991-01-24,28,1,190,103,不明,左右,ドミニカ共和国,5000,中日,1991,1,24,ロメロ_中日,ロメロ_1991-01-24,21.0,ドミニカ共和国,ラモンエミリオヒメネス高,高校,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,中日,0.0,0.0,国外,0,セリーグ,中日
97,Ｒ．マルティネス,投手,1996-10-11,23,3,193,93,不明,右左,キューバ,1000,中日,1996,10,11,Ｒ．マルティネス_中日,Ｒ．マルティネス_1996-10-11,43.0,キューバ,エイデデピナルデルリオ高,高校,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,中日,0.0,0.0,国外,0,セリーグ,中日
98,木下雄介,投手,1993-10-10,26,3,183,80,A型,右右,大阪,700,中日,1993,10,10,木下雄介_中日,木下雄介_1993-10-10,5.0,近畿,生光学園高,高校,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,中日,0.0,0.0,国内,0,セリーグ,中日
99,鈴木翔太,投手,1995-06-16,24,6,183,75,O型,右右,静岡,1000,中日,1995,6,16,鈴木翔太_中日,鈴木翔太_1995-06-16,0.0,東海,聖隷クリストファー高,高校,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,中日,0.0,0.0,国内,0,セリーグ,中日
201,ブリトー,投手,1996-07-19,23,1,185,80,不明,右右,ドミニカ共和国,500,中日,1996,7,19,ブリトー_中日,ブリトー_1996-07-19,0.0,ドミニカ共和国,プレシビテロカルロノエル校,高校,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,中日,0.0,0.0,国外,育成,セリーグ,中日
202,浜田智博,投手,1992-10-01,27,5,184,80,O型,左左,宮崎,563,中日,1992,10,1,浜田智博_中日,浜田智博_1992-10-01,0.0,九州,九産大,大学,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,中日,0.0,0.0,国内,育成,セリーグ,中日
203,濱田達郎,投手,1994-08-04,25,7,185,95,O型,左左,愛知,600,中日,1994,8,4,濱田達郎_中日,濱田達郎_1994-08-04,0.0,東海,愛工大名電高,高校,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,中日,0.0,0.0,国内,育成,セリーグ,中日
206,大藏彰人,投手,1994-05-15,25,2,190,88,B型,右右,愛知,300,中日,1994,5,15,大藏彰人_中日,大藏彰人_1994-05-15,0.0,東海,愛知学院大,大学,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,中日,0.0,0.0,国内,育成,セリーグ,中日
209,石田健人マルク,投手,1995-07-18,24,2,184,83,O型,右右,愛知,300,中日,1995,7,18,石田健人マルク_中日,石田健人マルク_1995-07-18,0.0,東海,龍谷大,大学,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,中日,0.0,0.0,国内,育成,セリーグ,中日
210,Ａ．マルティネス,捕手,1996-05-28,23,2,190,95,不明,右右,キューバ,1000,中日,1996,5,28,Ａ．マルティネス_中日,Ａ．マルティネス_1996-05-28,0.0,キューバ,コマンダンテマヌエルピティファハルド体育大,大学,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,中日,0.0,0.0,国外,育成,セリーグ,中日
0,上本博紀,内野手,1986-07-04,33,11,173,65,O型,右右,広島,6000,阪神,1986,7,4,上本博紀_阪神,上本博紀_1986-07-04,62.0,中国,早大,大学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,阪神,0.0,0.0,国内,0,セリーグ,阪神
0,木浪聖也,内野手,1994-06-15,25,1,178,80,O型,右左,青森,1000,阪神,1994,6,15,木浪聖也_阪神,木浪聖也_1994-06-15,113.0,東北,亜大,大学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,阪神,0.0,0.0,国内,0,セリーグ,阪神
1,鳥谷敬,内野手,1981-06-26,38,16,180,79,B型,右左,東京,40000,阪神,1981,6,26,鳥谷敬_阪神,鳥谷敬_1981-06-26,74.0,東京,早大,大学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,阪神,0.0,0.0,国内,0,セリーグ,阪神
2,北條史也,内野手,1994-07-29,25,7,177,79,O型,右右,大阪,2600,阪神,1994,7,29,北條史也_阪神,北條史也_1994-07-29,82.0,近畿,光星学院高,高校,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,阪神,0.0,0.0,国内,0,セリーグ,阪神
3,大山悠輔,内野手,1994-12-19,24,3,181,85,O型,右右,茨城,3000,阪神,1994,12,19,大山悠輔_阪神,大山悠輔_1994-12-19,143.0,関東,白鴎大,大学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,阪神,0.0,0.0,国内,0,セリーグ,阪神
4,熊谷敬宥,内野手,1995-11-10,23,2,175,69,A型,右右,宮城,1000,阪神,1995,11,10,熊谷敬宥_阪神,熊谷敬宥_1995-11-10,0.0,東北,立大,大学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,阪神,0.0,0.0,国内,0,セリーグ,阪神
5,近本光司,外野手,1994-11-09,24,1,170,72,B型,左左,兵庫,1500,阪神,1994,11,9,近本光司_阪神,近本光司_1994-11-09,142.0,近畿,関学大,大学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,阪神,0.0,0.0,国内,0,セリーグ,阪神
7,糸井嘉男,外野手,1981-07-31,38,16,188,97,A型,右左,京都,40000,阪神,1981,7,31,糸井嘉男_阪神,糸井嘉男_1981-07-31,103.0,近畿,近大,大学,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,2.0,7.0,4.0,オリックス,0.0,0.0,国内,0,セリーグ,オリックス
8,福留孝介,外野手,1977-04-26,42,16,182,88,B型,右左,鹿児島,15000,阪神,1977,4,26,福留孝介_阪神,福留孝介_1977-04-26,104.0,九州,ＰＬ学園高,高校,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,阪神,0.0,0.0,国内,0,セリーグ,阪神
9,髙山俊,外野手,1993-04-18,26,4,181,88,O型,右左,千葉,3200,阪神,1993,4,18,髙山俊_阪神,髙山俊_1993-04-18,105.0,関東,明大,大学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,阪神,0.0,0.0,国内,0,セリーグ,阪神
12,坂本誠志郎,捕手,1993-11-10,25,4,176,81,O型,右右,兵庫,1400,阪神,1993,11,10,坂本誠志郎_阪神,坂本誠志郎_1993-11-10,20.0,近畿,明大,大学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,阪神,0.0,0.0,国内,0,セリーグ,阪神
13,岡本洋介,投手,1985-09-27,34,10,177,81,A型,右右,和歌山,2500,阪神,1985,9,27,岡本洋介_阪神,岡本洋介_1985-09-27,3.0,近畿,国士舘大,大学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,8.0,西武,0.0,0.0,国内,0,セリーグ,西武
14,能見篤史,投手,1979-05-28,40,15,180,73,AB型,左左,兵庫,11000,阪神,1979,5,28,能見篤史_阪神,能見篤史_1979-05-28,51.0,近畿,鳥取城北高,高校,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,阪神,0.0,0.0,国内,0,セリーグ,阪神
16,西勇輝,投手,1990-11-10,28,11,181,80,B型,右右,三重,25000,阪神,1990,11,10,西勇輝_阪神,西勇輝_1990-11-10,26.0,東海,菰野高,高校,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,オリックス,0.0,0.0,国内,0,セリーグ,オリックス
17,岩貞祐太,投手,1991-09-05,28,6,183,82,A型,左左,熊本,3800,阪神,1991,9,5,岩貞祐太_阪神,岩貞祐太_1991-09-05,8.0,九州,横浜商大,大学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,阪神,0.0,0.0,国内,0,セリーグ,阪神
